StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,ID,IRI_4,IRI_5,IRI_6,IRI_7,IRI_8,IRI_9,IRI_32,IRI_10,IRI_11,IRI_3,IRI_12,IRI_13,IRI_14,IRI_15,IRI_16,IRI_18,IRI_19,IRI_20,IRI_21,IRI_22,IRI_23,IRI_24,IRI_25,IRI_27,IRI_28,IRI_29,IRI_30,IRI_31,BES_21,BES_20,BES_22,BES_23,BES_24,BES_25,BES_26,BES_27,BES_28,BES_29,BES_30,BES_31,BES_32,BES_33,BES_34,BES_35,BES_36,BES_37,BES_38,BES_39,ASRM_1,ASRM_2,ASRM_3,ASRM_4,ASRM_5,BDISF_1,BDISF_21,BDISF_3,BDISF_4,BDISF_5,BDISF_6,BDISF_7,BDISF_8,BDISF_9,BDISF_10,BDISF_11,BDISF_12,BDISF_13,STAI_1,STAI_2,STAI_3,STAI_4,STAI_5,STAI_6,Q83_1,Q83_2,Q83_3,Q83_4,Q83_5,Q83_6,Q83_7,Q83_8,Q83_9,Q83_10,Q83_11,Q83_12,Q84,Q85,Q86,SAS_intro1,SAS_intro2,SAS_intro3,SAS1,SAS2,SAS3,SAS4,SAS5,SAS6,SAS7,SAS8,SAS9,SAS10,SAS11,SAS12,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Where_Live,Age,Ethnicity,Ethnicity_6_TEXT,Gender,Education,Income,Employment,Living_Arr,Living_Arr_6_TEXT,Marital_St,Children,SES
6/16/17 12:13,6/16/17 12:28,0,72.192.7.204,100,861,1,6/16/17 12:28,R_24dAuAmUruLjDEH,,,,,41.50759888,-71.71620178,anonymous,196_Y,4,2,3,3,4,1,1,4,4,4,3,3,4,2,4,4,3,2,5,3,5,2,5,1,3,4,1,2,2,4,1,2,4,4,1,3,2,2,3,3,2,1,4,1,3,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,none,none,none,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,,,,3,1,4,2,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,2,,,,,1,1,1,1,1,Venus,49,1,,2,14,3,1,1,,5,0,4
6/17/17 7:34,6/17/17 7:51,0,32.212.2.22,100,980,1,6/17/17 7:51,R_24BnZ0vQJqgPDEA,,,,,41.66659546,-72.76959991,anonymous,359_Y,4,4,1,1,3,1,1,5,4,1,5,1,3,2,3,4,1,2,5,5,5,5,5,1,5,5,1,5,3,3,1,2,3,5,5,4,1,2,2,1,2,1,5,1,4,4,5,5,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,,,,,,1,,,,,,3,1,1,2,1,2,1,1,1,1,4,1,1,2,1,4,1,1,2,1,5,2,,,,,,,,,,2,,,,,2,,,,1,venus,28,5,,2,18,3,1,1,,1,0,4
6/18/17 10:05,6/19/17 11:02,0,174.201.10.203,100,89856,1,6/19/17 11:02,R_XvvIjXD5PUh4yzv,,,,,40.05230713,-75.19049835,anonymous,115_Y,2,3,2,3,3,2,3,5,5,3,5,2,2,1,2,4,1,1,5,5,5,4,5,1,5,5,3,5,3,3,1,1,3,5,3,3,1,1,3,1,2,1,4,1,4,4,2,5,1,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,3,2,1,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,3,0,0,3,1,1,1,,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,3,3,1,1,1,2,2,2,,,1,1,1,1,2,1,1,2,1,1,3,2,1,1,2,2,5,6,1,2,,,,,1,4,2,2,1,Venus,28,1,,1,16,1,4,2,,4,0,6
6/19/17 12:06,6/19/17 12:30,0,107.3.35.53,100,1430,1,6/19/17 12:30,R_2teV7T1jCONe9FQ,,,,,41.78140259,-72.75440216,anonymous,183_Y,4,5,1,1,3,4,3,4,5,2,5,1,2,1,2,1,1,1,3,5,5,5,3,1,4,3,2,5,5,4,1,2,4,5,5,4,2,3,1,3,4,1,3,1,3,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,1,3,2,1,1,1,1,4,1,1,1,1,2,30,7,23,2,2,1,1,1,1,1,1,2,3,2,1,1,1,2,,,,,,,,3,1,2,3,1,1,1,1,1,2,,,1,2,1,1,4,1,1,1,1,1,2,2,3,2,2,1,2,1,1,1,2,2,3,1,1,2,1,1,1,Venus,37,1,,2,18,6,2,3,,4,2,3
6/19/17 14:41,6/19/17 14:57,0,72.215.51.56,100,961,1,6/19/17 14:57,R_RERCC4SQxUObVe1,,,,,41.81950378,-71.41069794,anonymous,398_Y,2,3,3,2,2,3,4,4,3,2,3,3,4,3,2,3,4,2,4,4,5,4,4,2,4,4,2,4,4,2,2,3,3,3,4,5,2,2,2,2,4,2,3,2,3,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,1,1,2,1,1,2,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,4,2,4,1,1,1,1,2,2,1,5,3,2,,,,,,,1,3,2,,,,,,,,,,2,,,,,2,1,1,1,1,Rhode Island,49,1,,1,16,3,1,1,,1,0,5
6/12/17 18:51,6/12/17 18:51,0,73.4.87.175,2,11,0,6/19/17 18:52,R_YY9vRVoMufBLyOR,,,,,,,anonymous,378_Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/17 7:23,6/21/17 7:44,0,73.149.64.237,100,1240,1,6/21/17 7:44,R_3HAMaImhjgOauUz,,,,,42.22380066,-72.64089966,anonymous,222_Y,4,4,2,3,5,2,1,3,4,3,4,1,4,3,4,1,2,1,3,5,3,5,4,3,3,4,2,2,5,3,1,1,3,5,4,3,2,3,1,2,3,2,2,1,3,4,5,5,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,2,3,1,2,2,2,1,3,1,3,4,2,1,1,1,3,1,3,7,o,7,1,1,1,1,2,2,1,2,5,,,,,,,,,,,,,,3,2,4,4,2,2,2,1,2,2,,,1,1,1,1,2,1,1,1,1,1,3,2,3,1,1,3,2,1,3,2,,,,,1,1,2,2,3,venus,30,1,,2,16,4,1,3,,4,1,8
6/25/17 12:02,6/25/17 12:10,0,199.96.254.5,100,474,1,6/25/17 12:10,R_2zFTZgCctbMUWug,,,,,40.65519714,-75.38140106,anonymous,129_Y,3,5,1,1,4,2,1,5,5,3,5,1,1,1,2,3,3,1,3,5,5,5,4,2,4,4,2,4,5,1,1,2,2,4,5,5,1,1,1,1,5,1,2,1,1,5,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,1,3,3,1,1,1,1,1,2,2,1,1,1,1,2,1,2,0,0,1,1,1,1,,,,,,6,1,1,1,1,3,,,,,,,,3,2,1,3,1,1,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,2,,,,,2,,,,1,Venus,27,"1,4",,2,16,6,1,4,,1,0,5
7/3/17 8:07,7/3/17 8:18,0,47.19.146.161,100,661,1,7/3/17 8:18,R_3O8Lz8C4k0SuJTj,,,,,41.05900574,-74.145401,anonymous,80_Y,3,1,2,5,3,1,3,4,2,2,4,2,4,5,3,3,2,4,5,1,4,1,3,1,2,3,1,3,3,4,2,5,5,4,1,1,2,2,4,3,2,2,4,3,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,,1,2,1,2,,,,,,,,,,,,,,2,4,2,3,1,1,2,2,1,2,,,1,1,5,5,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,,,,,1,1,1,2,1,Venus,33,1,,1,16,6,1,2,,4,0,3
7/4/17 10:20,7/4/17 10:38,0,108.183.35.156,100,1094,1,7/4/17 10:38,R_3Jt7cwYbVl3f8pV,,,,,42.05090332,-75.88909912,anonymous,107_Y,3,4,1,1,2,4,3,4,4,4,3,3,2,2,3,3,4,1,2,3,3,4,2,1,3,2,1,3,3,3,2,3,3,4,3,4,2,2,3,2,4,2,3,2,3,4,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,2,2,1,1,4,1,2,1,1,1,5,,,,,,,,5,6,3,2,6,6,2,3,1,2,,,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,,,,,1,1,1,1,1,Venus,28,1,,1,18,2,2,2,,3,0,7
7/5/17 7:56,7/5/17 8:11,0,207.144.216.175,100,910,1,7/5/17 8:11,R_3JK9cPy1FlMnToi,,,,,32.95799255,-80.46890259,anonymous,149_Y,4,2,2,2,3,3,4,3,3,4,4,2,5,3,2,2,3,2,5,3,3,3,2,2,3,2,2,2,4,4,1,2,3,4,3,2,3,2,4,3,4,2,4,2,3,4,4,4,0,0,0,0,0,3,1,3,1,3,2,1,1,1,1,1,1,3,2,4,4,2,1,4,1,2,1,2,3,2,1,2,2,1,3,2,10,1,4,1,1,1,2,2,1,1,3,1,,,,,,,,,,,,,,2,2,1,4,4,4,3,4,3,2,,,1,1,5,4,1,1,1,1,1,1,5,3,2,1,3,3,4,1,4,2,,,,,1,4,5,2,1,Venus,26,1,,2,15,4,1,6,With spouse and family member,4,0,5
7/5/17 11:59,7/5/17 12:22,0,208.242.14.200,100,1435,1,7/5/17 12:22,R_2fjQgrWImn1hUEb,,,,,37.75100708,-97.8219986,anonymous,321_Y,4,5,2,1,4,1,3,4,4,2,5,4,2,1,3,2,1,1,4,4,4,4,3,1,3,3,1,4,4,3,1,3,3,4,3,4,4,4,4,4,2,4,4,2,4,4,4,4,0,3,0,1,2,1,1,0,1,0,0,0,1,1,1,0,1,0,3,2,2,3,2,2,3,2,3,3,2,1,3,1,1,2,2,2,20,2,5,1,1,1,2,1,1,2,2,1,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,4,1,5,5,1,3,4,2,1,2,1,2,5,2,,,,,,,,,,1,1,1,2,1,1,2,2,1,1,Venus,48,1,,1,18,6,1,1,,6,1,2
7/7/17 6:49,7/7/17 10:33,0,130.132.173.5,100,13402,1,7/7/17 10:33,R_3ES7ML1UekIU8QI,,,,,41.30940247,-72.9240036,anonymous,119_Y,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,4,3,1,4,3,2,1,2,3,4,1,1,1,2,1,10,5,30,1,1,1,6,1,1,1,1,5,,,,,,,,,,,,,,3,2,3,3,1,2,1,1,2,2,,,1,2,2,4,4,1,2,2,5,1,2,2,2,1,2,1,2,1,1,2,,,,,1,2,1,1,1,Venue,35,1,,2,16,6,1,2,,4,0,3
7/11/17 18:04,7/11/17 18:23,0,128.138.225.209,100,1145,1,7/11/17 18:23,R_3NQznMV6ezRmRBw,,,,,40.01499939,-105.2705994,anonymous,47_B,4,2,5,2,3,2,4,2,4,2,1,3,4,4,3,2,2,3,4,2,3,2,2,1,1,1,1,1,4,3,1,2,3,4,2,4,2,2,3,3,4,2,3,2,3,4,3,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,3,2,1,2,2,2,2,1,2,4,2,2,2,2,2,2,3,30,5,25,1,1,1,2,4,2,1,2,2,,,,,,,3,6,,,,,,1,1,1,2,2,2,1,2,2,1,5,2,1,2,2,2,2,2,1,2,2,2,,,,,,,,,,2,,,,,2,6,1,1,3,Venus,27,1,,1,17,2,2,4,,1,0,5
7/12/17 16:23,7/12/17 16:34,0,156.111.60.154,100,657,1,7/12/17 16:34,R_20SbVSZRue1YvMC,,,,,40.8309021,-73.90699768,anonymous,141_Y,1,2,3,1,3,1,1,4,4,1,4,3,4,2,2,4,1,2,5,3,4,4,5,1,3,4,1,3,3,5,1,3,3,3,1,1,3,3,5,2,3,2,5,1,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,1,2,2,1,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,,,,,1,1,1,1,1,Venus,53,2,,1,16,5,1,2,,3,1,2
7/12/17 17:15,7/12/17 17:41,0,69.123.113.143,100,1525,1,7/12/17 17:41,R_1ikChQWW3eVr9Ud,,,,,41.14120483,-73.26370239,anonymous,140_Y,5,5,3,3,5,4,1,4,5,4,4,1,3,3,2,5,5,1,4,5,4,5,4,1,4,5,3,4,5,1,1,1,1,5,5,5,1,3,1,1,5,1,3,1,1,5,5,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,5,2,2,6,,,,,,1,1,1,1,1,1,,,,,,,,2,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,,,,,1,1,1,1,1,Venus,34,1,,2,16,1,2,2,,2,0,5
7/17/17 17:51,7/17/17 18:05,0,32.212.56.168,100,868,1,7/17/17 18:05,R_24CsdFdYTRJn9sr,,,,,41.30940247,-72.9240036,anonymous,374_Y,4,5,2,3,4,5,3,4,5,5,2,1,3,3,2,2,4,1,4,5,5,4,5,2,1,4,1,4,2,5,1,5,3,5,3,4,4,2,3,3,2,1,4,2,4,3,4,5,4,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,4,1,2,3,3,1,1,3,4,1,1,1,1,1,4,0,0,2,1,1,1,1,1,2,2,5,,,,,,,,,,,,,,3,2,1,2,1,1,2,1,3,1,5,5,1,2,1,1,5,1,1,1,1,2,,,,,,,,,,1,3,1,2,2,2,,,,1,Venus,29,1,,2,16,4,1,5,,1,1,6
7/19/17 18:49,7/19/17 18:56,0,208.103.73.167,100,452,1,7/19/17 18:56,R_1f48Vw0xzP5vuGN,,,,,41.34519958,-72.1088028,anonymous,178_Y,4,4,2,3,5,2,2,3,5,5,4,4,4,4,4,4,3,2,4,4,4,3,3,1,2,4,2,1,3,3,3,2,3,5,4,5,2,2,2,2,5,1,2,2,3,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,3,2,1,3,1,1,1,1,1,2,1,1,3,1,1,3,0,0,1,1,2,6,1,1,1,1,1,6,1,1,1,1,1,,,,,,,,1,2,1,1,1,1,2,2,2,2,,,2,,,,,,,1,1,2,,,,,,,,,,2,,,,,2,,,,1,Venus,26,"1,2,3,5,6",mixed,2,16,3,1,5,,2,0,5
7/21/17 15:16,7/21/17 15:47,0,130.132.173.111,100,1826,1,7/21/17 15:47,R_sHzfhRYA25zngYN,,,,,41.30940247,-72.9240036,anonymous,297_Y,1,3,1,3,1,1,5,5,3,1,2,5,4,5,3,1,1,3,5,4,5,3,1,1,2,2,1,4,3,5,1,3,5,5,3,4,3,1,4,5,4,1,3,1,5,4,5,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,"None, no difficulties",None,None,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,2,1,1,2,1,1,1,1,1,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,,,,,1,1,1,1,2,Venus,62,1,,2,14,6,1,2,,4,3,4
7/25/17 9:06,7/25/17 9:35,0,71.218.12.166,100,1759,1,7/25/17 10:01,R_efiyEW1Tzr7Dpsd,,,,,39.66029358,-104.8438034,anonymous,21_B,4,5,2,2,3,1,2,4,5,1,4,3,5,2,4,3,1,1,5,4,4,4,4,1,3,3,1,3,4,3,1,2,2,4,4,4,2,1,2,1,3,2,4,2,3,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,1,1,3,3,1,1,3,1,1,3,1,1,1,1,1,1,1,5,0,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,3,2,2,5,2,1,1,1,1,1,5,5,1,2,2,2,2,1,1,2,1,2,,,,,,,,,,2,,6,,,1,1,1,1,2,Venus,54,1,,2,20,2,1,1,,1,0,5
7/28/17 17:31,7/28/17 18:03,0,73.95.137.26,100,1935,1,7/28/17 18:03,R_1litXWwPPPEoic3,,,,,39.8157959,-105.0128021,anonymous,1_B,3,5,2,2,4,3,2,3,4,4,3,2,3,2,2,3,3,2,3,4,4,3,4,2,3,3,1,3,4,3,2,4,3,4,4,4,2,4,1,2,4,2,3,2,3,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,2,2,5,,,,,,1,1,2,1,2,3,,,,,,,,3,3,1,1,1,1,2,2,2,1,5,3,1,2,4,1,3,2,1,3,4,2,,,,,,,,,,2,2,2,2,2,1,2,2,2,1,Venus,44,4,,2,18,3,3,6,"With 2 children, half time",5,2,6
